date,price,BTC_VOLUME,ETH_PRICE,ETH_VOLUME,USDT_VOLUME,SPY_PRICE,SPY_VOLUME,QQQ_PRICE,QQQ_VOLUME,GLD_PRICE,GLD_VOLUME,USO_PRICE,USO_VOLUME,JNK_PRICE,JNK_VOLUME,SHY_PRICE,SHY_VOLUME,IEF_PRICE,IEF_VOLUME,TLT_PRICE,TLT_VOLUME,DXY_INDEX,VIX_INDEX,PUT_INDEX,BCOM_INDEX,STOXX_INDEX,SSEC_INDEX
2/1/2019,3441.8,4330022381,106.3359958,1980504564,4354176577,270.06,85782524,167.45,32143672,124.5,12485496,93.04,2362477,105.51,7898695,83.58,7391198,104.1,9191931,120.96,12024576,95.579,16.14,1789.76,80.965,2908.72,2618.2323
2/4/2019,3416.15,2375918195,107.199997,1970373516,4407766633,271.96,60744844,169.53,26718781,123.96,6879187,92,2478472,105.75,2892363,83.58,9052478,103.87,7283506,120.42,8966375,95.852,15.73,1794.75,81.1004,2911.37,#N/A
2/5/2019,3422.4,4454914649,107.6182454,1910734434,4488479390,273.1,79552774,171.03,28156368,124.28,6291367,90.32,2743158,106.11,8149490,83.58,3074174,104.05,3331094,120.97,6983255,96.067,15.57,1795.88,80.8806,2956.9,#N/A
2/6/2019,3366.55,3653777872,107.3170385,1850805735,4228745900,272.74,58347791,170.52,27970006,123.44,6595100,90.56,2399106,106.14,5641275,83.62,2689783,104.13,3489763,121.03,5184018,96.39,15.38,1796.33,80.9856,2959.03,#N/A
2/7/2019,3357.84,4211212356,104.6236262,2028390258,4936172436,270.14,95481961,168.23,42036193,123.74,5935456,88.56,2777823,105.69,7681761,83.68,2483148,104.47,6937372,121.83,8781040,96.507,16.37,1793.91,80.0391,2921.88,#N/A
2/8/2019,3595.69,3297274818,104.2653644,1809028295,4244411127,270.47,75788861,168.56,29020747,124.21,4235221,88.64,1734603,105.69,4768928,83.71,2459486,104.61,2602723,122.35,5885427,96.637,15.72,1795.72,80.0655,2915.86,#N/A
2/11/2019,3682.3,5081021130,124.8896348,2720772396,6228624684,270.62,68021423,168.4,21434088,123.6,4821904,88.08,2945868,105.72,2141172,83.68,3230701,104.45,2637191,121.87,4353004,97.057,15.97,1797.81,79.6555,2937.07,2653.896
2/12/2019,3577.3,5446022476,120.9702617,2802017941,6262338054,274.1,72270221,170.89,29722073,123.86,4271869,89.28,2233891,106.26,7499924,83.67,2366038,104.31,3305304,121.555,7939591,96.709,15.43,1799.11,80.0973,2949.62,2671.8937
2/13/2019,3572.13,5532706262,122.5420889,2573128710,6242431195,274.99,65277204,171.01,26094136,123.37,7640509,90.72,2597722,106.14,3592767,83.61,3539179,104.05,3772135,121.1,4757681,97.129,15.65,1799.48,80.1641,2963.56,2721.0683
2/14/2019,3571.5,5635612273,122.0941297,2635011194,6297792313,274.38,83234396,171.22,30326830,124.06,6276529,91.84,3395521,106.17,5675408,83.72,5773784,104.54,10568669,121.79,5868918,96.978,16.22,1799.68,79.9611,2955.51,2719.6999
2/15/2019,3562.3,11971659893,120.592174,2745287446,14124091046,277.37,97088659,171.94,32521685,124.8,12190104,93.68,2346179,106.5,1834054,83.68,3556359,104.44,6878987,121.98,5527244,96.904,14.91,1802.49,80.9569,3004.46,2682.385
2/19/2019,3984.7,9588927259,145.3260267,5528376735,10918429446,277.85,59120804,172.28,19487679,126.7,15614028,94.24,2636741,106.53,2136839,83.74,8248452,104.62,8557378,122.29,5872819,96.52,14.88,1805.71,81.2942,2999.12,2755.6459
2/20/2019,3910.95,5969708630,143.6552342,4958547531,10035501481,278.41,76610767,172.25,32592995,126.48,8889665,95.44,2125910,106.68,3309183,83.725,2679753,104.6,4751098,121.94,4455832,96.454,14.02,1808.34,81.6821,3020.94,2761.2189
2/21/2019,3899.56,6377580055,148.8684347,4674193074,9605435044,277.42,64214727,171.62,25207401,125.05,8634596,95.04,1654337,106.59,6398649,83.7,2136655,104.29,4140206,120.85,7382942,96.605,14.46,1806.35,81.7878,3015.15,2751.8012
2/22/2019,3941.06,6838246918,145.2958232,4028897437,8099360623,279.14,78114616,172.89,27735358,125.5,5439375,95.6,1635109,106.77,4658746,83.76,2640774,104.6,3351041,121.57,6374560,96.507,13.51,1811.99,82.1246,3018.94,2804.2262
2/25/2019,3804.8,11112465191,134.3160287,6907323014,14624851607,279.52,69030699,173.52,32608754,125.37,4882615,92.56,3565644,106.86,2327750,83.75,2964288,104.44,2849605,121.21,6293534,96.413,14.85,1813.64,81.301,3022.74,2961.2834
2/26/2019,3786.9,9049456994,137.8218665,5199003327,11504557760,279.32,56844101,173.7,21939717,125.58,5153511,93.04,2493222,107.07,7498234,83.79,4570655,104.75,2647726,121.81,6028892,96.003,15.17,1813.2,81.2074,3032.99,2941.5163
2/27/2019,3748.91,2992667601,135.9978379,4013821729,8914035529,279.2,56921570,173.59,25162014,124.69,7935647,95.12,2688471,107.07,3795848,83.77,2463535,104.38,2530612,120.43,7737411,96.154,14.7,1814.05,81.6096,3028.93,2953.8242
2/28/2019,3798.44,7731184276,134.8498171,4639489691,8924064621,278.68,69268293,173.19,25085470,123.99,7811731,95.6,1783632,107.07,5932115,83.75,4136790,104.11,4950133,120.02,9533457,96.157,14.7,1813.01,81.3904,3029.67,2940.9538
3/1/2019,3827.18,7627783001,135.4906838,4363574713,9743115331,280.42,78880548,174.39,31431156,121.88,16411743,93.28,3959203,106.77,6170703,83.54,3697815,103.57,9003040,118.66,13541090,96.527,13.57,1818.98,80.966,3036.56,2994.005
3/4/2019,3702.48,6749676087,130.5403477,3658774172,8474501004,279.4,106494637,174.42,38063458,121.56,10272586,94.4,2754204,106.65,6425778,83.56,6418777,103.89,3506592,119.59,9808468,96.682,14.63,1817.49,80.8184,3041.87,3027.5755
3/5/2019,3937.6,3608196681,125.6240825,4360833027,10787108439,279.02,59114559,174.55,22319863,121.72,7120090,94.56,2590207,106.65,6207198,83.57,6175908,103.95,2112204,119.84,5595345,96.866,14.74,1817.98,81.1937,3053.55,3054.2466
3/6/2019,3945.1,9088065055,136.5502477,5188731981,13365370138,277.33,75039771,173.56,27194581,121.61,4820443,94,3225271,106.44,8023805,83.63,4167312,104.24,2401598,120.28,7766707,96.873,15.74,1813.7,80.7408,3057.59,3102.0991
3/7/2019,3871,8477459044,137.3266515,4644218449,12502605485,275.01,94885089,171.43,39407443,121.51,6088768,94.48,2221278,106.38,8108255,83.7,3215516,104.59,4822864,121.06,8187227,97.667,16.59,1806.32,80.52,3052.38,3106.4179
3/8/2019,3868.3,6098011810,136.7861423,4578357694,12179133137,274.46,85795799,171.17,39303225,122.84,10427747,93.84,3694682,106.2,6912073,83.73,2626921,104.74,5211967,121.57,7517600,97.306,16.05,1806.84,80.4667,3028.3,2969.8614
3/11/2019,3942.3,8576340544,135.6208021,4499641387,12185100675,278.44,65098897,174.73,30518408,122.24,6708655,94.88,2811998,106.5,3026681,83.71,2213579,104.66,4654143,121.21,5158011,97.215,14.33,1821.91,80.2569,3048.87,3026.9925
3/12/2019,3961.9,6459945402,132.387534,3785480350,11989339439,279.49,79667530,175.69,33953500,122.98,6289860,95.12,2052432,106.71,5193503,83.74,3665601,104.95,4942779,122.06,6422386,96.935,13.77,1823.47,80.8615,3045.56,3060.3073
3/13/2019,3851.92,8326845841,133.2874256,4188517679,13208727728,281.34,80639153,177.01,42426135,123.84,7377297,97.52,3626701,107.01,3690583,83.75,1174194,104.91,1714980,121.83,4386732,96.55,13.41,1826.53,81.5304,3068.4,3026.9513
3/14/2019,3949.3,7240802847,131.6683445,3621660452,11604601130,281.16,67518366,176.71,23751477,122.41,6778443,97.76,2648073,106.95,2961259,83.77,1173305,104.76,2514684,120.95,8188564,96.785,13.5,1826.98,81.3474,3092.45,2990.685
3/15/2019,3895.21,8610482287,132.1462379,3916095404,11545578290,281.31,81308979,178.35,38191958,122.97,9412061,97.6,2030774,106.98,3261502,83.8,1570371,105.09,7844642,121.75,4302045,96.595,12.88,1827.34,81.5838,3113.68,3021.7512
3/18/2019,4075.9,6533306537,138.5506303,3163231175,10378455428,282.33,62199806,178.45,32935125,123.04,7783205,98.48,2304933,107.04,2206825,83.78,1092048,104.95,4166201,121.68,3893364,96.524,13.1,1830.04,81.8765,3123.03,3096.4176
3/19/2019,3992.08,7639543945,137.6579489,4436947538,17710835503,282.4,90268121,179.05,36893341,123.38,6558693,98.24,1948515,107.13,7184821,83.77,1000106,104.88,2138001,121.41,5220325,96.383,13.56,1829.9,82.093,3137.69,3090.975
3/20/2019,4107.6,7503839511,138.5225167,4016707232,14589176966,281.55,84609210,179.76,50104996,124.18,11304912,100,2446094,107.49,7231390,83.89,2459405,105.61,8061698,122.68,10123663,95.761,13.91,1827.79,82.3797,3113.83,3090.6403
3/21/2019,3976.24,9137227916,139.0759732,4301026829,15760141452,284.73,79550375,182.57,42428481,123.68,7739775,99.52,1866703,107.49,5606540,83.89,1371112,105.56,4633505,122.95,7182572,96.495,13.63,1834.13,82.3473,3119.94,3101.455
3/22/2019,3984,9845582434,135.0560107,5329540237,15967032912,279.25,122659286,178.56,70794543,123.97,5874016,97.84,2842485,107.13,3562570,84.03,3113557,106.34,4721870,124.86,13077043,96.651,16.48,1816.29,81.7507,3082.51,3104.1487
3/25/2019,3886.53,9883972401,136.057483,4828779391,14780996542,279.04,85575197,178.22,46336524,124.92,7288343,98,2457836,107.13,4528489,84.12,3572729,106.61,7829000,125.06,9736593,96.566,16.33,1817.74,81.9158,3071.23,3043.0313
3/26/2019,3911.86,10661215003,133.81752,5128191498,15536057979,281.12,68125920,179.05,33248121,124.3,5056224,99.76,2047624,107.34,3029155,84.11,2374644,106.52,7483688,124.97,7502260,96.736,14.68,1826.94,81.9936,3097.98,2997.0954
3/27/2019,4080.7,19375985748,134.0299044,6365187625,17794481846,279.65,72224722,177.9,37096697,123.65,6595016,98.72,2391096,107.4,4730303,84.18,1872516,106.83,3555914,126.12,14207179,96.774,15.15,1822.95,81.5642,3098.48,3022.7196
3/28/2019,4010.36,16215886403,139.6366066,6058290711,25790839031,280.71,56238545,178.31,30368235,121.9,11878328,98.8,2587633,107.61,3900738,84.17,1322746,106.84,3769846,126.56,9143238,97.202,14.43,1828.27,81.0873,3101.05,2994.9434
3/29/2019,4071.96,15160882531,137.8119885,6421741404,24601737981,282.48,82186806,179.66,35205511,122.01,7094201,100,2203940,107.91,7092431,84.12,2277145,106.67,2748915,126.44,10841631,97.284,13.71,1835.01,81.0872,3117.01,3090.758
4/1/2019,4127.67,9729996888,141.586389,5681255418,15416444877,285.83,77617945,182.04,30969472,121.53,13559963,102.56,2856933,107.49,4559440,83.87,4381749,105.72,9430394,124.37,16501475,97.232,13.4,1843.11,81.6727,3147.04,3170.361
4/2/2019,4801.3,12393581267,141.5145552,5806385520,18567029815,285.97,40070351,182.73,22645151,121.98,4474953,104.08,2901422,107.52,2913473,83.91,2662153,105.9,7318597,124.6,9725032,97.361,13.36,1844.15,81.8613,3156.84,3176.8227
4/3/2019,5280.5,24241877355,164.0505429,11972928896,31547102896,286.42,68243202,183.78,31633476,121.8,6152734,103.92,3037745,107.55,2166022,83.87,5005553,105.57,5207253,123.52,10407417,97.091,13.74,1844.73,82.1833,3177.69,3216.2952
4/4/2019,4894.7,27840300619,160.4328383,14345018962,37985788547,287.18,48997505,183.71,28530828,122.11,7508760,103.36,2172125,107.76,2390999,83.89,1481193,105.68,2293705,123.87,7503361,97.308,13.58,1846.24,82.2323,3171.36,3246.5714
4/5/2019,4997.37,23773239681,157.4122258,18960578266,30097786443,288.57,58621729,184.66,25674660,121.98,5114493,105.2,2344916,107.91,2542709,83.88,6617118,105.73,1749909,124.03,6322026,97.395,12.82,1848.27,82.3702,3173.67,#N/A
4/8/2019,5255.67,22875598540,174.090523,8774486908,28473675101,288.79,53566335,185.13,22697543,122.51,4271034,107.2,2982434,107.88,2090923,83.86,2756407,105.56,3591492,123.59,4446429,97.05,13.18,1849.25,82.7739,3172.22,3244.8103
4/9/2019,5221,21960916923,180.0119236,9174797057,27833130364,287.31,66142316,184.48,25631886,123.15,4648392,106.64,3424220,107.88,6049356,83.87,3661933,105.75,3210636,123.98,7020320,97.006,14.28,1848.4,82.6223,3162.53,3239.6639
4/10/2019,5300.29,15780870293,175.2941224,7853653933,20138841300,288.29,52601499,185.47,24562958,123.53,6344767,107.28,2108258,108.27,2187993,83.94,2364326,106,2059767,124.28,7519916,96.946,13.3,1849.99,83.0616,3163,3241.9299
4/11/2019,5052.69,19407452727,177.3253178,8535409688,24316009448,288.21,55093100,185.03,20654094,121.95,11694503,106.16,2359751,108.51,3254837,83.89,3379211,105.76,1547544,123.55,8679319,97.177,13.02,1850.44,82.2361,3157.69,3189.9619
4/12/2019,5042.92,19758274668,165.0371068,9492297742,25987400787,290.16,69727782,185.83,24989136,121.83,5272844,106.4,2317663,108.66,3495425,83.84,1213279,105.27,6032092,122.67,7005541,96.972,12.01,1851.17,82.7086,3156.36,3188.6256
4/15/2019,5026.8,12373544681,167.6180012,5453899413,15851967800,289.97,49596685,185.86,21073046,121.6,4252774,105.92,1979564,108.54,2766002,83.85,1021426,105.41,2410736,122.98,3070036,96.942,12.32,1851.68,82.3236,3155.26,3177.7866
4/16/2019,5184.91,13837248985,160.5324908,6208683988,18918457515,290.16,52153197,186.5,27195709,120.51,10097802,106.96,1681163,108.57,4063127,83.84,1335681,105.05,5003641,122.21,8927558,97.043,12.18,1851.82,81.9654,3162.41,3253.5978
4/17/2019,5214.91,13646324290,166.4845379,5341068834,17222193367,289.45,58268295,187.15,29651575,120.28,4693864,106.24,1932466,108.33,2400806,83.87,1600604,105.07,2348848,122.26,6118702,97.009,12.6,1852.01,81.6612,3162.31,3263.1179
4/18/2019,5308.57,14530488676,166.3272646,5326967582,17785450673,290.02,68708513,187.39,28580864,120.37,4090401,106.56,1549136,108.42,2938705,83.89,1076791,105.32,4893179,122.9,27589692,97.474,12.09,1853.54,81.7063,3169.95,3250.2012
4/22/2019,5371,16383813162,169.9878893,6664047715,20340214071,290.27,40160140,187.92,17936033,120.37,2251185,109.36,2547716,108.27,3422946,83.9,6156360,105.17,3630010,122.31,6241353,97.287,12.42,1855.95,81.9569,#N/A,3215.0426
4/23/2019,5610,17199396917,171.0434708,6402115847,21242676274,292.88,52246633,190.31,33665561,120.12,5574897,110.32,2315430,108.57,5976408,83.94,1824560,105.36,2462055,122.57,6239726,97.636,12.28,1861.12,81.6437,3185.65,3198.5938
4/24/2019,5435.2,19400647820,170.9129642,7113521465,23822697096,292.23,50392914,189.71,24977108,120.47,4173034,109.44,1879182,108.48,3244177,83.99,3424353,105.76,3266709,123.57,7302206,98.173,13.14,1859.47,81.4341,3185.24,3201.6137
4/25/2019,5495.47,20538511242,165.6696601,8048012711,25460937568,292.05,57770862,190.48,29517497,120.57,4836857,108.24,2195306,108.51,2658374,83.99,903033,105.63,1457640,123.39,5380867,98.203,13.25,1859.75,81.2183,3183.7,3123.8261
4/26/2019,5146.6,19329534424,153.9304406,7178205516,23475681158,293.41,50916423,190.65,26359537,121.37,6022715,104.72,5269260,108.75,3481506,84.08,2275785,105.91,2156291,123.81,5950651,98.006,12.73,1862.95,80.7614,3187.63,3086.3989
4/29/2019,5130.12,15573084969,156.5951891,5768664296,20045998450,293.87,57197747,191.02,21716242,120.83,4469721,105.84,2926274,108.75,2258571,84.05,1009342,105.69,2715003,123.02,10246172,97.857,13.11,1864.39,80.5356,3190.37,3062.4985
4/30/2019,5236.75,15442022887,154.0802824,6411778889,20374262705,294.02,81111733,189.54,31495277,121.2,4758567,106.32,2096427,108.81,2439548,84.11,1876007,105.9,3621942,123.65,7957662,97.479,13.12,1864,80.5738,3199.51,3078.3389
5/1/2019,5307.75,16794865767,160.7446918,7295538037,22841399111,291.81,71671870,188.93,34797109,120.4,12331836,105.76,3221471,107.94,7898635,83.88,1313637,105.64,6870719,123.9,14372113,97.686,14.8,1860.59,80.4241,3195.07,#N/A
5/2/2019,5403.73,14566414700,159.4893144,5827474261,19912888967,291.18,65030170,188.11,44110122,119.94,6759844,102.56,5288614,108,3863090,83.84,2138766,105.34,3126155,123.31,6613062,97.832,14.42,1860.3,79.6998,3178.15,#N/A
5/3/2019,5696.88,16512618031,160.957188,6382424499,21195291821,294.03,56543653,191.11,30386180,120.65,8414504,102.96,3274225,108.27,2482970,83.87,1332337,105.48,2625249,123.66,6191750,97.52,12.87,1866.99,79.8386,3193.62,#N/A
5/6/2019,5693.33,16184057012,162.370135,6585100748,20296273130,292.82,107198069,189.94,38371777,120.81,3479563,104.56,4741502,108.3,6198011,83.92,1312194,105.75,3370060,124,4482690,97.515,15.44,1863.93,79.4748,3166.84,2906.464
5/7/2019,5844.02,16811224132,172.8283285,8296752442,18675399337,287.93,144729908,186.24,58818134,121.21,4010654,101.84,3743117,107.67,11649465,83.96,2815199,106.11,3965829,124.95,8984929,97.628,19.32,1846.02,78.9692,3113.73,2926.3908
5/8/2019,5898.64,19408267639,170.0958975,9534335325,24882509338,287.53,91568287,185.77,37165319,120.91,4178965,103.12,2893745,107.69,6782336,83.95,1474535,105.91,4226574,124.41,6907690,97.623,19.4,1845.4,79.0004,3126.55,2893.7567
5/9/2019,6079.75,16672412472,170.1106331,6667762035,18173834234,286.66,103471104,184.77,55351668,121.2,5015785,102.48,2399018,107.5,9208328,84,1297012,106.19,4224160,124.92,9412288,97.373,19.1,1843.48,78.56,3075.19,2850.9537
5/10/2019,6289.25,18401396126,170.5754942,6902719143,19096682610,288.1,112429293,185,58526402,121.43,4586301,102.72,2353610,107.75,10828685,84.02,1558687,106.12,2855374,124.75,6037925,97.33,16.04,1855.07,78.6618,3078.99,2939.2106
5/13/2019,7801.1,31545333637,187.2720184,11582482850,37271070568,280.86,127290527,178.58,67185766,122.67,11130908,101.44,4848842,106.83,7314391,84.12,2720845,106.65,5653357,125.73,10501611,97.319,20.55,1819.11,78.3414,3053.86,2903.7131
5/14/2019,7719.9,32078035931,196.076113,11346705277,34742799578,283.4,77003230,180.54,43360636,122.46,5556105,102.96,2536020,107.06,8001872,84.12,3785705,106.55,2573186,125.36,5690447,97.526,18.06,1834.23,79.3386,3082.98,2883.6107
5/15/2019,8172,35426123185,218.2846097,13905655019,45308962630,285.06,73956407,183.09,40944547,122.39,10298968,103.76,2752536,107.14,5586914,84.18,1521814,106.89,5512288,126.13,9566544,97.569,16.44,1846.14,79.6536,3102.65,2938.6781
5/16/2019,7667,30893707828,248.7450043,13672541333,43301978193,287.7,76749643,184.93,39281157,121.51,6349454,105.12,2457740,107.43,7305348,84.13,1046621,106.68,3898355,125.71,7666369,97.855,15.29,1861.87,80.303,3146.77,2955.711
5/17/2019,7098.66,35026947534,264.9001214,18005081607,46337917311,285.84,100353024,183.04,44702276,120.65,6589382,104.64,2948457,107.4,6745204,84.15,1067880,106.73,2128424,125.99,4747076,97.995,15.96,1840.28,79.7043,3138.79,2882.2962
5/20/2019,8000.75,30747684364,260.596984,10660302136,37510455695,283.95,62877610,179.95,38608294,120.64,4345803,105.2,2682614,107.33,5018663,84.11,1095917,106.55,2439557,125.73,6043112,97.933,16.31,1834.34,79.9291,3106.04,2870.6046
5/21/2019,8064.4,28621475468,251.9614995,11264583865,32174829524,286.51,46847085,181.83,31613790,120.36,3845702,105.04,1840012,107.6,7800508,84.07,1161519,106.43,2675307,125.53,4022162,98.062,14.95,1845.8,79.7764,3117.89,2905.9688
5/22/2019,7822.3,25314342979,256.0830402,10173591140,28826788867,285.63,49482472,181.02,24332550,120.24,3741805,101.92,3444327,107.69,7031154,84.11,2067741,106.75,3561928,126.25,5675312,98.041,14.75,1844.13,78.9523,3117.66,2891.7046
5/23/2019,7875.32,24589881451,244.549463,9779773115,26512861258,282.14,98733847,178.25,45351309,121.17,6054721,96.72,5696452,107.2,5554996,84.26,2773757,107.4,6184489,127.67,9743687,97.856,16.92,1828.34,77.9647,3083.79,2852.5153
5/24/2019,8113.66,25345060243,244.6460958,11366080281,27971052180,282.78,55268095,178.16,25903267,121.3,2324653,97.84,2690882,107.06,5437127,84.23,1019645,107.37,2422769,127.78,4981893,97.613,15.85,1832.18,78.7052,3103.32,2852.9948
5/28/2019,8680.83,33136840741,273.4050882,12655030646,34728985900,280.15,70029356,177.49,24763823,120.83,4303495,97.84,2925529,107.02,5158168,84.3,1130365,107.84,7038954,128.79,8098871,97.952,17.5,1821.01,79.3859,3096.85,2909.9106
5/29/2019,8674,27335990651,271.2278672,9175086733,#N/A,278.27,104972927,176.03,42178772,120.87,4133202,97.92,4513233,106.72,9855478,84.31,2631956,107.8,5251806,129.09,13260571,98.144,17.9,1811.49,79.3883,3058.85,2914.6964
5/30/2019,8463,28214892247,268.7857565,10947486779,30048924221,279.03,62523780,176.77,30354790,121.69,7757033,94.08,3688589,106.92,4181028,84.38,1929384,108.19,3461100,130.2,13024761,98.142,17.3,1815.34,79.0979,3068.74,2905.8054
5/31/2019,8498.91,33295240431,255.3773631,13789629798,38384289520,275.27,86862782,173.95,45446206,123.33,15367001,88.8,5039955,106.15,7595942,84.56,11965456,108.91,6020621,131.83,18933634,97.75,18.71,1794.19,77.7043,3042.89,2898.6961
6/3/2019,8525.9,25133975363,269.9388295,9394858671,28177592510,274.57,96427952,170.12,75842290,125.11,14173636,87.92,4144102,105.76,22330528,84.55,4621997,109.22,23830907,132.44,17822448,97.142,18.86,1789.04,77.4592,3063.34,2890.0809
6/4/2019,7650,24486741553,251.7525753,9490495448,29963483659,280.53,77231889,174.91,47797848,125.15,7997062,89.28,2809360,106.72,10250200,84.49,3320420,108.82,5503215,130.93,14250018,97.072,16.97,1825.26,77.7057,3078.84,2862.2803
6/5/2019,7730.98,25442100900,240.2394337,9485736883,31790872440,282.96,71169717,176.21,34412697,125.47,7637880,86.16,5199918,106.99,11059158,84.53,14752956,108.82,7712307,130.19,8815195,97.32,16.09,1838.75,76.4862,3086.37,2861.4181
6/6/2019,7682.25,24641673547,246.8265691,9425766068,30788536393,284.8,69430381,177.61,29913205,125.88,5551778,88.48,3949347,107.26,6270777,84.48,20687723,108.8,2392398,130.61,9621094,97.044,15.93,1847.4,77.1058,3092.33,2827.7978
6/7/2019,7887.7,24560046378,249.9679118,8404331947,26814635587,287.65,74272199,181.04,45888345,126.59,8145853,89.84,3269395,107.61,10041379,84.57,13622531,109.23,2805926,131.74,11378665,96.544,16.3,1859.54,77.148,3119.49,#N/A
6/10/2019,7937.3,20152037018,232.0415842,8029562832,26604774762,288.97,60799053,183.15,41385280,125.33,5409983,88.88,2936625,107.75,7477633,84.49,7611271,108.685,6071237,130.5,8289092,96.761,15.94,1864.19,77.0245,3126.56,2852.1302
6/11/2019,7915.2,21741587788,247.2522762,8199127074,28371762722,288.9,58641325,183.4,41260320,125.18,4757841,88.88,2360614,107.92,10078948,84.46,2211777,108.685,2735811,130.58,5115128,96.686,15.99,1865.03,77.4684,3144.75,2925.7162
6/12/2019,8120.16,21017248550,245.0893785,8182713237,27885351909,288.39,47096312,182.34,27758120,125.83,5756153,85.12,4382647,107.66,4031448,84.53,1147896,108.97,2062847,130.68,5278799,97,15.91,1865.18,77.0809,3137.41,2909.3796
6/13/2019,8259.25,22181532883,260.5666341,12143678886,27987260341,289.58,48945156,183.42,23715829,126.6,5374818,87.04,4366045,107.88,3363482,84.62,2450348,109.24,1684700,131.13,5560844,97.013,15.82,1869.95,77.6085,3140.16,2910.7406
6/14/2019,8454.5,22919390184,255.1204266,8992183284,28135792221,289.26,52324716,182.64,22844089,126.56,9226446,87.52,3216363,107.79,5354144,84.59,1992182,109.32,3880735,131.46,5838794,97.572,15.28,1870.98,77.8285,3129.82,2881.9743
6/17/2019,9267.97,27305637341,269.0716935,11214016848,33591555228,289.37,39205709,183.74,20379476,126.48,4763345,86.48,3940363,107.64,5084683,84.55,2105272,109.3,3038808,131.69,6046416,97.558,15.35,1873.54,77.7867,3127.33,2887.6221
6/18/2019,9141.63,27464356714,273.1236885,10113175117,32648150633,292.4,85434823,186.41,48177301,127.12,10309646,90,4511600,108.31,7549594,84.56,5589161,109.51,4564921,132.35,10320696,97.644,15.15,1878.27,78.2444,3181.24,2890.158
6/19/2019,9162.5,25029522787,264.7879311,9119385783,31592545398,293.06,78674377,187.11,31672855,127.89,11660649,90.64,5144682,108.86,13102507,84.74,1893203,109.81,4541492,132.54,11962501,97.117,14.33,1880.91,77.7705,3181.77,2917.8029
6/20/2019,9557.07,22298101529,269.1527998,8141550514,29363098574,295.86,116570017,188.85,40921964,131.11,18636339,94.8,5822443,109.46,12177583,84.78,1790067,109.99,4575008,132.89,10721526,96.629,14.75,1881.5,79.1627,3193.58,2987.1186
6/21/2019,9940,24707058599,272.334691,9013711197,31945510855,294,83309466,188.57,39980418,131.98,15068037,95.76,3071971,109.19,5145347,84.74,8008943,109.54,4305194,131.43,14495149,96.22,15.4,1878.42,78.8373,3179.29,3001.9802
6/24/2019,10850.13,29108428088,307.9472103,11379261836,36863004753,293.64,47582730,188.16,19375205,133.94,17851801,96.08,3329024,109.08,3652994,84.79,1715959,109.92,3046256,132.41,6378869,95.98,15.26,1878.89,79.4779,3174.92,3008.1479
6/25/2019,11359.41,27529761441,311.068229,10801735316,33495655091,290.76,82028656,184.93,33921112,134.2,24772241,96,2896215,108.68,7007055,84.81,1742673,110.09,5251008,132.82,9604623,96.14,16.28,1868.99,79.8384,3173.59,2982.0738
6/26/2019,12706,33544426408,318.6359447,11894108469,38060607068,290.47,51584902,185.79,22595721,132.97,12016402,98.32,4382433,108.6,6831199,84.71,1221959,109.64,6674975,131.97,12766810,96.214,16.21,1869.02,80.1435,3160.78,2976.2837
6/27/2019,10668.76,56948964491,337.3409578,20783128905,56829726378,291.5,40355239,186.5,19709228,132.84,8412764,98.32,3304888,108.87,5813992,84.78,1276334,109.97,2538362,132.9,9724166,96.194,15.82,1873.38,80.186,3157.64,2996.7926
6/28/2019,12218.25,49628524363,295.8416529,17565136833,57542317244,293,59350929,186.74,21179248,133.2,8076966,96.32,3607098,108.94,5855284,84.78,4134206,110.02,4341481,132.81,8149205,96.13,15.08,1879.81,79.653,3178.94,2978.8784
7/1/2019,10509.5,34920211165,292.838876,14452227264,42633499132,295.66,79107474,189.26,31193393,130.62,13369815,98.24,3918918,108.42,10600246,84.57,4213856,109.69,8191473,132.24,14141551,96.844,14.06,1892.21,79.0432,3200.91,3044.9028
7/2/2019,10698.7,37463414437,295.2558981,14541502315,44049926619,296.43,61504544,190.01,18035768,133.41,13282139,93.6,6164291,108.63,5780023,84.62,4841213,110.08,3117098,133.26,10495462,96.726,12.93,1896.57,78.0716,3217.18,3043.9428
7/3/2019,11380.03,39264695559,290.9596721,13634093715,44614821900,298.8,40898896,191.44,15792067,133.63,6351547,94.16,2461279,109.01,3978213,84.64,2176428,110.29,2607009,134.21,5380269,96.768,12.57,1900.8,79.1968,3239.15,3015.2633
7/5/2019,11027.5,32487315000,285.2194709,11865088601,38913379741,298.46,51677326,191.05,21415620,132.14,11536581,95.6,2838280,108.61,5289170,84.47,1759453,109.59,3664100,132.43,12180126,97.286,13.28,1901.5,79.1142,3222.03,3011.0588
7/8/2019,12206.28,25828700447,305.3362529,9431071378,33589746567,296.82,45841772,189.71,17598826,131.29,8028884,95.44,3144795,108.43,4085056,84.43,1587171,109.48,3254286,132.61,6489997,97.384,13.96,1900.45,79.0247,3221.32,2933.3634
7/9/2019,12405.11,30917398836,312.4663688,11412190952,39234907930,297.19,41101279,190.66,19193497,131.75,6633439,96.32,1831983,108.29,4523115,84.4,1457305,109.41,2061782,132.56,6216115,97.489,14.09,1901.48,79.1321,3211.25,2928.2295
